0.6887614,12.002104,02002
0.6885434,12.002552,02035
0.6913613,12.003374,02068
0.6923947,12.001830,02101
0.6915390,12.003617,02134
0.6910366,12.001253,02167
0.6924042,12.003856,02200
0.6886572,12.001216,02233
0.6910983,12.004404,02266
0.6918780,12.001503,02299
0.6914206,12.003689,02332
0.6894251,12.002944,02365
0.6922335,12.002457,02398
0.6928260,12.002934,02431
0.6922927,12.002408,02464
0.6916007,12.003511,02497
0.6900602,12.001002,02530
0.6913945,12.004327,02563
0.6902047,12.001318,02596
0.6899772,12.003797,02629
0.6892876,12.001621,02662
0.6909655,12.003130,02695
0.6930251,12.002128,02728
0.6927620,12.002730,02761
0.6931981,12.002868,02794
0.6933948,12.001783,02827
0.6915154,12.003963,02860
0.6917405,12.001740,02893
0.6923141,12.003744,02926
0.6929042,12.001598,02959
0.6937621,12.004356,02992
0.6918851,12.001182,03025
0.6923093,12.003243,03058
0.6916149,12.002272,03091
0.6908779,12.002707,03124
0.6917050,12.003093,03157
0.6882921,12.001865,03190
0.6910082,12.003511,03223
0.6887804,12.001593,03256
0.6900365,12.003863,03289
0.6890221,12.001229,03322
0.6911077,12.004292,03355
0.6883491,12.001585,03388
0.6890008,12.003760,03421
0.6899298,12.002396,03454
0.6902214,12.002854,03487
0.6892591,12.003255,03520
0.6907215,12.002348,03553
0.6908423,12.003631,03586
0.6908399,12.001704,03619
0.6924942,12.004334,03652
0.6913258,12.001110,03685
0.6893681,12.003649,03718
0.6902877,12.001699,03751
0.6919965,12.003398,03784
0.6898777,12.001943,03817
0.6922027,12.002642,03850
0.6939754,12.003196,03883
0.6918021,12.001426,03916
0.6911504,12.004006,03949
0.6928995,12.001234,03982
0.6912452,12.004018,04015
0.6907072,12.001807,04048
0.6923710,12.003756,04081
0.6914277,12.001555,04114
0.6921956,12.003760,04147
0.6930938,12.002642,04180
0.6928876,12.001795,04213
0.6900721,12.003535,04246
0.6906385,12.001937,04279
0.6923733,12.003654,04312
0.6891051,12.001187,04345
0.6902640,12.004029,04378
0.6906859,12.001277,04411
0.7142674,12.003631,04444
0.7179338,12.000931,04477
0.7207968,12.001307,04510
0.7193369,12.001002,04543
0.7180997,12.001174,04576
0.7202635,12.002278,04609
0.7182869,11.999936,04642
0.7150708,12.003636,04675
0.7213869,11.999666,04708
0.7185666,12.002897,04741
0.7177229,12.000609,04774
0.7249064,12.002040,04807
0.7167038,12.000371,04840
0.7167962,12.001413,04873
0.7176068,12.001593,04906
0.7138361,12.000507,04939
0.7132009,12.002552,04972
0.7143219,12.000019,05005
0.7133502,12.002939,05038
0.7135564,12.000246,05071
0.7137105,12.002819,05104
0.7169076,12.000310,05137
0.7172939,12.002503,05170
0.7275347,12.001360,05203
0.7238091,12.000949,05236
0.7401977,12.002207,05269
0.7552638,11.999297,05302
0.7113831,12.001640,05335
0.7260061,12.000424,05368
0.7022160,12.002374,05401
0.6941532,12.000268,05434
0.6937740,12.004571,05467
0.6918780,12.001253,05500
0.7030786,12.003112,05533
0.6940774,12.002616,05566
0.6946722,12.001980,05599
0.6958596,12.003405,05632
0.6939849,12.001561,05665
0.7014173,12.003792,05698
0.6938096,12.001288,05731
0.6935654,12.003941,05764
0.6930488,12.001264,05797
0.7317272,12.004161,05830
0.7035621,12.001873,05863
0.6930298,12.003207,05896
0.6911243,12.002409,05929
0.6933166,12.001855,05962
0.6914703,12.003087,05995
0.6957861,12.001241,06028
0.6911267,12.004131,06061
0.6924492,12.001485,06094
0.6910034,12.002642,06127
0.6926909,12.001652,06160
0.6939470,12.003691,06193
0.6922287,12.001611,06226
0.6935417,12.003236,06259
0.6931673,12.001569,06292
0.6926388,12.002016,06325
0.6923093,12.004072,06358
0.6933498,12.001752,06391
0.6928710,12.003564,06424
0.6940181,12.000370,06457
0.6931009,12.004012,06490
0.6944399,12.000865,06523
0.6923212,12.003691,06556
0.6914348,12.001855,06589
0.6938167,12.001723,06622
0.6914846,12.002570,06655
0.6939731,12.002207,06688
0.6926885,12.003154,06721
0.6909631,12.001616,06754
0.6912855,12.003445,06787
0.6915390,12.000919,06820
0.6961061,12.004322,06853
0.6936839,12.001730,06886
0.6937313,12.003225,06919
0.6923472,12.001627,06952
0.6911954,12.003333,06985
0.6973338,12.002260,07018
0.6929279,12.002099,07051
0.6929539,12.003755,07084
0.6931554,12.001098,07117
0.6934919,12.003321,07150
0.7006897,12.001122,07183
0.6930440,12.003760,07216
0.6929255,12.001360,07249
0.6903612,12.004125,07282
0.6910390,12.000817,07315
0.7022586,12.003225,07348
0.6921434,12.002862,07381
0.6913376,12.002027,07414
0.6936721,12.003964,07447
0.6921150,12.000716,07480
0.7023510,12.004179,07513
0.6937977,12.001056,07546
0.6930085,12.004077,07579
0.6923330,12.002183,07612
0.6923947,12.002433,07645
0.7025809,12.001789,07678
0.6928616,12.002748,07711
0.6921340,12.002522,07744
0.6914988,12.002499,07777
0.6920723,12.002551,07810
0.6990354,12.001348,07843
0.6962127,12.004155,07876
0.6902261,12.000978,07909
0.6928118,12.004436,07942
0.6927786,12.001330,07975
0.6979926,12.003249,08008
0.6992013,12.002152,08041
0.6929706,12.002772,08074
0.6928473,12.003010,08107
0.6928449,12.002229,08140
0.6974380,12.003660,08173
0.6998507,12.001015,08206
0.6939186,12.004273,08239
0.6943973,12.001102,08272
0.6906977,12.003696,08305
0.6940702,12.001145,08338
0.7003010,12.003593,08371
0.6929777,12.002057,08404
0.6903304,12.002117,08437
0.6921743,12.003487,08470
0.6913756,12.001955,08503
0.7005736,12.003291,08536
0.6927857,12.001676,08569
0.6918164,12.003815,08602
0.6908708,12.001503,08635
0.6925582,12.004501,08668
0.7041333,12.001640,08701
0.6931175,12.002981,08734
0.6928473,12.002838,08767
0.6939352,12.002683,08800
0.6931175,12.002938,08833
0.7012609,12.001819,08866
0.6940939,12.003762,08899
0.6921458,12.000687,08932
0.6910177,12.003893,08965
0.6915106,12.001384,08998
0.6965398,12.003469,09031
0.6927762,12.001789,09064
0.6943879,12.003291,09097
0.6948784,12.001903,09130
0.6911409,12.002248,09163
0.6944897,12.003511,09196
0.6941034,12.001348,09229
0.6916457,12.004102,09262
0.6924824,12.000770,09295
0.6925321,12.003660,09328
0.6922406,12.001199,09361
0.6931767,12.004287,09394
0.6945419,12.001556,09427
0.6940418,12.001884,09460
0.6921624,12.002302,09493
0.6933806,12.002242,09526
0.6935654,12.003124,09559
0.7096412,12.001895,09592
0.7120657,12.003363,09625
0.7112077,12.000382,09658
0.7097147,12.003367,09691
0.7099516,12.000239,09724
0.7124354,12.003077,09757
0.7114566,12.000745,09790
0.7091861,12.002141,09823
0.7099754,12.001635,09856
0.7098450,12.001635,09889
0.7109802,12.002807,09922
0.7113429,12.000591,09955
0.7107788,12.003023,09988
0.7096175,12.000095,10021
0.7104825,12.002725,10054
0.7094136,12.000198,10087
0.7094303,12.002666,10120
0.7092264,12.000586,10153
0.7126772,12.002379,10186
0.7101152,12.001450,10219
0.7083543,12.001348,10252
0.7350855,12.002886,10285
0.7284685,12.000655,10318
0.7131796,12.002957,10351
0.7094398,11.999023,10384
0.7095582,12.003427,10417
0.7121036,12.000644,10450
0.7124662,12.003183,10483
0.7091861,12.000722,10516
0.7092620,12.002659,10549
0.7094966,12.001795,10582
0.7087169,12.001282,10615
0.7115040,12.002009,10648
0.7113642,12.000752,10681
0.7107622,12.002016,10714
0.7135445,11.999823,10747
0.7102123,12.002892,10780
0.7090084,12.000365,10813
0.7099232,12.002594,10846
0.7107906,12.000991,10879
0.7103143,12.002481,10912
0.7086387,12.001210,10945
0.7113381,12.002069,10978
0.7108285,12.002385,11011
0.7087311,12.000848,11044
0.7092051,12.003325,11077
0.7096696,12.000650,11110
0.7099208,12.002671,11143
0.7078968,12.000234,11176
0.7094634,12.003255,11209
0.7088283,12.000263,11242
0.7102526,12.002534,11275
0.7117149,12.001437,11308
